"strainID"	"COG_category"	"frequency"
"P_sp_Pi2-1"	"H"	92
"P_sp_Pi2-51"	"H"	90
"P_sp_Pi2-52"	"H"	94
"P_submarinus_KMM225"	"H"	86
"P_urativorans_ACAM311"	"H"	88
"P_urativorans_ACAM534"	"H"	94
"P_vallis_CMS39"	"H"	103
"P_adeliensis_SJ14"	"I"	103
"P_aestuarii_SC35"	"I"	64
"P_alimentarius_JG100"	"I"	102
"P_alimentarius_JG102"	"I"	107
"P_aquaticus_CMS56"	"I"	93
"P_aquimaris_SW-210"	"I"	107
"P_arcticus_273-4"	"I"	82
"P_arenosus_R7"	"I"	105
"P_celer_SW-238"	"I"	79
"P_cibarius_JG-219"	"I"	87
"P_cibarius_JG-220"	"I"	91
"P_ciconiae_176-10"	"I"	56
"P_cryohalolentis_K5"	"I"	93
"P_faecalis_Iso-46"	"I"	87
"P_faecalis_PBFP-1"	"I"	81
"P_fjordensis_BSw21516B"	"I"	95
"P_fozii_NF23"	"I"	100
"P_frigidicola_ACAM304"	"I"	70
"P_frigidicola_ACAM309"	"I"	86
"P_fulvigenes_KC-40"	"I"	104
"P_glaciei_Blc20019"	"I"	103
"P_glacincola_1447"	"I"	94
"P_glacincola_ACAM483"	"I"	96
"P_immobilis_1159"	"I"	101
"P_immobilis_1184"	"I"	93
"P_immobilis_1347"	"I"	89
"P_immobilis_1555"	"I"	91
"P_immobilis_1617"	"I"	91
"P_immobilis_1745"	"I"	96
"P_immobilis_252"	"I"	100
"P_immobilis_A-11"	"I"	85
"P_immobilis_A-19"	"I"	89
"P_immobilis_A1007"	"I"	106
"P_immobilis_A1014"	"I"	102
"P_immobilis_A351"	"I"	90
"P_immobilis_A352"	"I"	103
"P_immobilis_Liston1000"	"I"	100
"P_immobilis_NC10"	"I"	108
"P_immobilis_NCIMB357"	"I"	89
"P_immobilis_NCIMB361"	"I"	89
"P_immobilis_NCIMB362"	"I"	91
"P_immobilis_S3"	"I"	85
"P_jeotgali_YKJ-103"	"I"	93
"P_luti_NF11"	"I"	86
"P_lutiphocae_IMMIBL-1110"	"I"	91
"P_marincola_KMM227"	"I"	101
"P_maritimus_Pi2-20"	"I"	90
"P_maritimus_Pi2-25"	"I"	95
"P_namhaensis_SW-242"	"I"	79
"P_nivimaris_88-2-7"	"I"	102
"P_oceani_4k5"	"I"	88
"P_okhotskensis_A1004"	"I"	102
"P_okhotskensis_MD17"	"I"	103
"P_pacificensis_NIBH-P2K6"	"I"	88
"P_phenylpyruvicus_ACAM535"	"I"	88
"P_piscatorii_T-3-2"	"I"	101
"P_priscuii_LFX-15B1"	"I"	94
"P_proteolyticus_116"	"I"	101
"P_pulmonis_ES2-W5a2"	"I"	89
"P_pulmonis_S-606"	"I"	84
"P_salsus_DD48"	"I"	88
"P_sanguinis_10070"	"I"	90
"P_sanguinis_13983"	"I"	87
"P_sanguinis_1501"	"I"	86
"P_sanguinis_92"	"I"	86
"P_sp_1044"	"I"	91
"P_sp_2pS"	"I"	108
"P_sp_72-O-c"	"I"	98
"P_sp_CMS30"	"I"	86
"P_sp_DD43"	"I"	91
"P_sp_H7-1"	"I"	91
"P_sp_H8-1"	"I"	96
"P_sp_HII-4"	"I"	80
"P_sp_IAM12030_72-O-c"	"I"	98
"P_sp_JCM18900"	"I"	100
"P_sp_JCM18902"	"I"	96
"P_sp_JCM18903"	"I"	91
"P_sp_NC44"	"I"	86
"P_sp_Pi2-1"	"I"	96
"P_sp_Pi2-51"	"I"	103
"P_sp_Pi2-52"	"I"	101
"P_submarinus_KMM225"	"I"	99
"P_urativorans_ACAM311"	"I"	82
"P_urativorans_ACAM534"	"I"	87
"P_vallis_CMS39"	"I"	86
"P_adeliensis_SJ14"	"I, M"	0
"P_aestuarii_SC35"	"I, M"	0
"P_alimentarius_JG100"	"I, M"	0
"P_alimentarius_JG102"	"I, M"	0
"P_aquaticus_CMS56"	"I, M"	0
"P_aquimaris_SW-210"	"I, M"	0
"P_arcticus_273-4"	"I, M"	0
"P_arenosus_R7"	"I, M"	0
"P_celer_SW-238"	"I, M"	0
"P_cibarius_JG-219"	"I, M"	0
"P_cibarius_JG-220"	"I, M"	0
"P_ciconiae_176-10"	"I, M"	0
"P_cryohalolentis_K5"	"I, M"	0
"P_faecalis_Iso-46"	"I, M"	0
"P_faecalis_PBFP-1"	"I, M"	0
"P_fjordensis_BSw21516B"	"I, M"	1
"P_fozii_NF23"	"I, M"	0
"P_frigidicola_ACAM304"	"I, M"	0
"P_frigidicola_ACAM309"	"I, M"	0
"P_fulvigenes_KC-40"	"I, M"	0
"P_glaciei_Blc20019"	"I, M"	0
"P_glacincola_1447"	"I, M"	0
"P_glacincola_ACAM483"	"I, M"	0
"P_immobilis_1159"	"I, M"	1
"P_immobilis_1184"	"I, M"	0
"P_immobilis_1347"	"I, M"	0
"P_immobilis_1555"	"I, M"	0
"P_immobilis_1617"	"I, M"	0
"P_immobilis_1745"	"I, M"	0
"P_immobilis_252"	"I, M"	0
"P_immobilis_A-11"	"I, M"	0
"P_immobilis_A-19"	"I, M"	0
"P_immobilis_A1007"	"I, M"	0
"P_immobilis_A1014"	"I, M"	1
"P_immobilis_A351"	"I, M"	0
"P_immobilis_A352"	"I, M"	0
"P_immobilis_Liston1000"	"I, M"	0
"P_immobilis_NC10"	"I, M"	0
"P_immobilis_NCIMB357"	"I, M"	0
"P_immobilis_NCIMB361"	"I, M"	0
"P_immobilis_NCIMB362"	"I, M"	0
"P_immobilis_S3"	"I, M"	0
"P_jeotgali_YKJ-103"	"I, M"	0
"P_luti_NF11"	"I, M"	0
"P_lutiphocae_IMMIBL-1110"	"I, M"	0
"P_marincola_KMM227"	"I, M"	0
"P_maritimus_Pi2-20"	"I, M"	0
"P_maritimus_Pi2-25"	"I, M"	0
"P_namhaensis_SW-242"	"I, M"	0
"P_nivimaris_88-2-7"	"I, M"	1
"P_oceani_4k5"	"I, M"	0
"P_okhotskensis_A1004"	"I, M"	0
"P_okhotskensis_MD17"	"I, M"	0
"P_pacificensis_NIBH-P2K6"	"I, M"	0
"P_phenylpyruvicus_ACAM535"	"I, M"	0
"P_piscatorii_T-3-2"	"I, M"	0
"P_priscuii_LFX-15B1"	"I, M"	0
"P_proteolyticus_116"	"I, M"	0
"P_pulmonis_ES2-W5a2"	"I, M"	0
"P_pulmonis_S-606"	"I, M"	0
"P_salsus_DD48"	"I, M"	0
"P_sanguinis_10070"	"I, M"	0
"P_sanguinis_13983"	"I, M"	0
"P_sanguinis_1501"	"I, M"	0
"P_sanguinis_92"	"I, M"	0
"P_sp_1044"	"I, M"	0
"P_sp_2pS"	"I, M"	0
"P_sp_72-O-c"	"I, M"	0
"P_sp_CMS30"	"I, M"	0
"P_sp_DD43"	"I, M"	0
"P_sp_H7-1"	"I, M"	0
"P_sp_H8-1"	"I, M"	0
"P_sp_HII-4"	"I, M"	0
"P_sp_IAM12030_72-O-c"	"I, M"	0
"P_sp_JCM18900"	"I, M"	0
"P_sp_JCM18902"	"I, M"	0
"P_sp_JCM18903"	"I, M"	0
"P_sp_NC44"	"I, M"	0
"P_sp_Pi2-1"	"I, M"	0
"P_sp_Pi2-51"	"I, M"	0
"P_sp_Pi2-52"	"I, M"	0
"P_submarinus_KMM225"	"I, M"	0
"P_urativorans_ACAM311"	"I, M"	0
"P_urativorans_ACAM534"	"I, M"	0
"P_vallis_CMS39"	"I, M"	0
"P_adeliensis_SJ14"	"I, Q"	7
"P_aestuarii_SC35"	"I, Q"	6
"P_alimentarius_JG100"	"I, Q"	10
"P_alimentarius_JG102"	"I, Q"	9
"P_aquaticus_CMS56"	"I, Q"	6
"P_aquimaris_SW-210"	"I, Q"	5
"P_arcticus_273-4"	"I, Q"	4
"P_arenosus_R7"	"I, Q"	9
"P_celer_SW-238"	"I, Q"	6
"P_cibarius_JG-219"	"I, Q"	9
"P_cibarius_JG-220"	"I, Q"	9
"P_ciconiae_176-10"	"I, Q"	5
"P_cryohalolentis_K5"	"I, Q"	6
"P_faecalis_Iso-46"	"I, Q"	8
"P_faecalis_PBFP-1"	"I, Q"	7
"P_fjordensis_BSw21516B"	"I, Q"	9
"P_fozii_NF23"	"I, Q"	10
"P_frigidicola_ACAM304"	"I, Q"	5
"P_frigidicola_ACAM309"	"I, Q"	5
"P_fulvigenes_KC-40"	"I, Q"	7
"P_glaciei_Blc20019"	"I, Q"	9
"P_glacincola_1447"	"I, Q"	8
"P_glacincola_ACAM483"	"I, Q"	6
"P_immobilis_1159"	"I, Q"	9
"P_immobilis_1184"	"I, Q"	7
"P_immobilis_1347"	"I, Q"	8
"P_immobilis_1555"	"I, Q"	8
"P_immobilis_1617"	"I, Q"	9
"P_immobilis_1745"	"I, Q"	9
"P_immobilis_252"	"I, Q"	9
"P_immobilis_A-11"	"I, Q"	7
"P_immobilis_A-19"	"I, Q"	9
"P_immobilis_A1007"	"I, Q"	9
"P_immobilis_A1014"	"I, Q"	9
"P_immobilis_A351"	"I, Q"	9
"P_immobilis_A352"	"I, Q"	8
"P_immobilis_Liston1000"	"I, Q"	9
"P_immobilis_NC10"	"I, Q"	10
"P_immobilis_NCIMB357"	"I, Q"	9
"P_immobilis_NCIMB361"	"I, Q"	9
"P_immobilis_NCIMB362"	"I, Q"	9
"P_immobilis_S3"	"I, Q"	7
"P_jeotgali_YKJ-103"	"I, Q"	8
"P_luti_NF11"	"I, Q"	7
"P_lutiphocae_IMMIBL-1110"	"I, Q"	2
"P_marincola_KMM227"	"I, Q"	7
"P_maritimus_Pi2-20"	"I, Q"	7
"P_maritimus_Pi2-25"	"I, Q"	8
"P_namhaensis_SW-242"	"I, Q"	5
"P_nivimaris_88-2-7"	"I, Q"	10
"P_oceani_4k5"	"I, Q"	7
"P_okhotskensis_A1004"	"I, Q"	10
"P_okhotskensis_MD17"	"I, Q"	10
"P_pacificensis_NIBH-P2K6"	"I, Q"	6
"P_phenylpyruvicus_ACAM535"	"I, Q"	4
"P_piscatorii_T-3-2"	"I, Q"	7
"P_priscuii_LFX-15B1"	"I, Q"	7
"P_proteolyticus_116"	"I, Q"	7
"P_pulmonis_ES2-W5a2"	"I, Q"	7
"P_pulmonis_S-606"	"I, Q"	9
"P_salsus_DD48"	"I, Q"	7
"P_sanguinis_10070"	"I, Q"	5
"P_sanguinis_13983"	"I, Q"	5
"P_sanguinis_1501"	"I, Q"	5
"P_sanguinis_92"	"I, Q"	5
"P_sp_1044"	"I, Q"	9
"P_sp_2pS"	"I, Q"	6
"P_sp_72-O-c"	"I, Q"	7
"P_sp_CMS30"	"I, Q"	7
"P_sp_DD43"	"I, Q"	6
"P_sp_H7-1"	"I, Q"	4
"P_sp_H8-1"	"I, Q"	9
"P_sp_HII-4"	"I, Q"	5
"P_sp_IAM12030_72-O-c"	"I, Q"	7
"P_sp_JCM18900"	"I, Q"	9
"P_sp_JCM18902"	"I, Q"	10
"P_sp_JCM18903"	"I, Q"	10
"P_sp_NC44"	"I, Q"	9
"P_sp_Pi2-1"	"I, Q"	8
"P_sp_Pi2-51"	"I, Q"	9
"P_sp_Pi2-52"	"I, Q"	8
"P_submarinus_KMM225"	"I, Q"	8
"P_urativorans_ACAM311"	"I, Q"	5
"P_urativorans_ACAM534"	"I, Q"	8
"P_vallis_CMS39"	"I, Q"	5
"P_adeliensis_SJ14"	"J"	167
"P_aestuarii_SC35"	"J"	157
"P_alimentarius_JG100"	"J"	159
"P_alimentarius_JG102"	"J"	161
"P_aquaticus_CMS56"	"J"	160
"P_aquimaris_SW-210"	"J"	159
"P_arcticus_273-4"	"J"	153
"P_arenosus_R7"	"J"	160
"P_celer_SW-238"	"J"	155
"P_cibarius_JG-219"	"J"	156
"P_cibarius_JG-220"	"J"	165
"P_ciconiae_176-10"	"J"	152
"P_cryohalolentis_K5"	"J"	160
"P_faecalis_Iso-46"	"J"	155
"P_faecalis_PBFP-1"	"J"	159
"P_fjordensis_BSw21516B"	"J"	158
"P_fozii_NF23"	"J"	161
"P_frigidicola_ACAM304"	"J"	158
"P_frigidicola_ACAM309"	"J"	156
"P_fulvigenes_KC-40"	"J"	164
"P_glaciei_Blc20019"	"J"	161
"P_glacincola_1447"	"J"	161
"P_glacincola_ACAM483"	"J"	160
"P_immobilis_1159"	"J"	159
"P_immobilis_1184"	"J"	160
"P_immobilis_1347"	"J"	158
"P_immobilis_1555"	"J"	160
"P_immobilis_1617"	"J"	161
"P_immobilis_1745"	"J"	156
"P_immobilis_252"	"J"	158
"P_immobilis_A-11"	"J"	157
"P_immobilis_A-19"	"J"	156
"P_immobilis_A1007"	"J"	159
"P_immobilis_A1014"	"J"	157
"P_immobilis_A351"	"J"	162
"P_immobilis_A352"	"J"	163
"P_immobilis_Liston1000"	"J"	157
"P_immobilis_NC10"	"J"	164
"P_immobilis_NCIMB357"	"J"	161
"P_immobilis_NCIMB361"	"J"	161
"P_immobilis_NCIMB362"	"J"	158
"P_immobilis_S3"	"J"	157
"P_jeotgali_YKJ-103"	"J"	162
"P_luti_NF11"	"J"	157
"P_lutiphocae_IMMIBL-1110"	"J"	157
"P_marincola_KMM227"	"J"	155
"P_maritimus_Pi2-20"	"J"	156
"P_maritimus_Pi2-25"	"J"	156
"P_namhaensis_SW-242"	"J"	151
"P_nivimaris_88-2-7"	"J"	156
"P_oceani_4k5"	"J"	155
"P_okhotskensis_A1004"	"J"	158
"P_okhotskensis_MD17"	"J"	157
"P_pacificensis_NIBH-P2K6"	"J"	161
"P_phenylpyruvicus_ACAM535"	"J"	159
"P_piscatorii_T-3-2"	"J"	160
"P_priscuii_LFX-15B1"	"J"	160
"P_proteolyticus_116"	"J"	156
"P_pulmonis_ES2-W5a2"	"J"	170
"P_pulmonis_S-606"	"J"	156
"P_salsus_DD48"	"J"	159
"P_sanguinis_10070"	"J"	159
"P_sanguinis_13983"	"J"	162
"P_sanguinis_1501"	"J"	161
"P_sanguinis_92"	"J"	159
"P_sp_1044"	"J"	157
"P_sp_2pS"	"J"	158
"P_sp_72-O-c"	"J"	157
"P_sp_CMS30"	"J"	158
"P_sp_DD43"	"J"	159
"P_sp_H7-1"	"J"	160
"P_sp_H8-1"	"J"	163
"P_sp_HII-4"	"J"	158
"P_sp_IAM12030_72-O-c"	"J"	159
"P_sp_JCM18900"	"J"	159
"P_sp_JCM18902"	"J"	160
"P_sp_JCM18903"	"J"	160
"P_sp_NC44"	"J"	159
"P_sp_Pi2-1"	"J"	157
"P_sp_Pi2-51"	"J"	158
"P_sp_Pi2-52"	"J"	157
"P_submarinus_KMM225"	"J"	158
"P_urativorans_ACAM311"	"J"	153
"P_urativorans_ACAM534"	"J"	160
"P_vallis_CMS39"	"J"	158
"P_adeliensis_SJ14"	"K"	121
"P_aestuarii_SC35"	"K"	92
"P_alimentarius_JG100"	"K"	116
"P_alimentarius_JG102"	"K"	119
"P_aquaticus_CMS56"	"K"	116
"P_aquimaris_SW-210"	"K"	119
"P_arcticus_273-4"	"K"	76
"P_arenosus_R7"	"K"	105
"P_celer_SW-238"	"K"	99
"P_cibarius_JG-219"	"K"	94
"P_cibarius_JG-220"	"K"	109
"P_ciconiae_176-10"	"K"	72
"P_cryohalolentis_K5"	"K"	103
"P_faecalis_Iso-46"	"K"	102
"P_faecalis_PBFP-1"	"K"	96
"P_fjordensis_BSw21516B"	"K"	120
"P_fozii_NF23"	"K"	128
"P_frigidicola_ACAM304"	"K"	72
"P_frigidicola_ACAM309"	"K"	75
"P_fulvigenes_KC-40"	"K"	115
"P_glaciei_Blc20019"	"K"	118
"P_glacincola_1447"	"K"	107
"P_glacincola_ACAM483"	"K"	106
"P_immobilis_1159"	"K"	102
"P_immobilis_1184"	"K"	100
"P_immobilis_1347"	"K"	95
"P_immobilis_1555"	"K"	118
"P_immobilis_1617"	"K"	117
"P_immobilis_1745"	"K"	111
"P_immobilis_252"	"K"	93
"P_immobilis_A-11"	"K"	97
"P_immobilis_A-19"	"K"	102
"P_immobilis_A1007"	"K"	107
"P_immobilis_A1014"	"K"	105
"P_immobilis_A351"	"K"	103
"P_immobilis_A352"	"K"	118
"P_immobilis_Liston1000"	"K"	117
"P_immobilis_NC10"	"K"	99
"P_immobilis_NCIMB357"	"K"	107
"P_immobilis_NCIMB361"	"K"	109
"P_immobilis_NCIMB362"	"K"	113
"P_immobilis_S3"	"K"	100
"P_jeotgali_YKJ-103"	"K"	89
"P_luti_NF11"	"K"	91
"P_lutiphocae_IMMIBL-1110"	"K"	94
"P_marincola_KMM227"	"K"	112
"P_maritimus_Pi2-20"	"K"	98
"P_maritimus_Pi2-25"	"K"	103
"P_namhaensis_SW-242"	"K"	82
"P_nivimaris_88-2-7"	"K"	126
"P_oceani_4k5"	"K"	104
"P_okhotskensis_A1004"	"K"	96
"P_okhotskensis_MD17"	"K"	101
"P_pacificensis_NIBH-P2K6"	"K"	107
"P_phenylpyruvicus_ACAM535"	"K"	84
"P_piscatorii_T-3-2"	"K"	121
"P_priscuii_LFX-15B1"	"K"	105
"P_proteolyticus_116"	"K"	112
"P_pulmonis_ES2-W5a2"	"K"	121
"P_pulmonis_S-606"	"K"	92
"P_salsus_DD48"	"K"	81
"P_sanguinis_10070"	"K"	86
"P_sanguinis_13983"	"K"	81
"P_sanguinis_1501"	"K"	75
"P_sanguinis_92"	"K"	93
"P_sp_1044"	"K"	106
"P_sp_2pS"	"K"	112
"P_sp_72-O-c"	"K"	90
"P_sp_CMS30"	"K"	99
"P_sp_DD43"	"K"	106
"P_sp_H7-1"	"K"	101
"P_sp_H8-1"	"K"	115
"P_sp_HII-4"	"K"	98
"P_sp_IAM12030_72-O-c"	"K"	91
"P_sp_JCM18900"	"K"	121
"P_sp_JCM18902"	"K"	105
"P_sp_JCM18903"	"K"	114
"P_sp_NC44"	"K"	100
"P_sp_Pi2-1"	"K"	109
"P_sp_Pi2-51"	"K"	113
"P_sp_Pi2-52"	"K"	117
"P_submarinus_KMM225"	"K"	100
"P_urativorans_ACAM311"	"K"	70
"P_urativorans_ACAM534"	"K"	108
"P_vallis_CMS39"	"K"	98
"P_adeliensis_SJ14"	"K, L, T"	0
"P_aestuarii_SC35"	"K, L, T"	0
"P_alimentarius_JG100"	"K, L, T"	0
"P_alimentarius_JG102"	"K, L, T"	0
"P_aquaticus_CMS56"	"K, L, T"	0
"P_aquimaris_SW-210"	"K, L, T"	0
"P_arcticus_273-4"	"K, L, T"	0
"P_arenosus_R7"	"K, L, T"	1
"P_celer_SW-238"	"K, L, T"	2
"P_cibarius_JG-219"	"K, L, T"	0
"P_cibarius_JG-220"	"K, L, T"	1
"P_ciconiae_176-10"	"K, L, T"	0
"P_cryohalolentis_K5"	"K, L, T"	2
"P_faecalis_Iso-46"	"K, L, T"	0
"P_faecalis_PBFP-1"	"K, L, T"	0
"P_fjordensis_BSw21516B"	"K, L, T"	0
"P_fozii_NF23"	"K, L, T"	0
"P_frigidicola_ACAM304"	"K, L, T"	0
"P_frigidicola_ACAM309"	"K, L, T"	0
"P_fulvigenes_KC-40"	"K, L, T"	0
"P_glaciei_Blc20019"	"K, L, T"	0
"P_glacincola_1447"	"K, L, T"	1
"P_glacincola_ACAM483"	"K, L, T"	0
"P_immobilis_1159"	"K, L, T"	0
"P_immobilis_1184"	"K, L, T"	0
"P_immobilis_1347"	"K, L, T"	0
"P_immobilis_1555"	"K, L, T"	0
"P_immobilis_1617"	"K, L, T"	0
"P_immobilis_1745"	"K, L, T"	0
"P_immobilis_252"	"K, L, T"	0
"P_immobilis_A-11"	"K, L, T"	2
"P_immobilis_A-19"	"K, L, T"	0
"P_immobilis_A1007"	"K, L, T"	1
"P_immobilis_A1014"	"K, L, T"	0
"P_immobilis_A351"	"K, L, T"	0
"P_immobilis_A352"	"K, L, T"	0
"P_immobilis_Liston1000"	"K, L, T"	0
"P_immobilis_NC10"	"K, L, T"	0
"P_immobilis_NCIMB357"	"K, L, T"	3
"P_immobilis_NCIMB361"	"K, L, T"	3
"P_immobilis_NCIMB362"	"K, L, T"	2
"P_immobilis_S3"	"K, L, T"	1
"P_jeotgali_YKJ-103"	"K, L, T"	0
"P_luti_NF11"	"K, L, T"	1
"P_lutiphocae_IMMIBL-1110"	"K, L, T"	0
"P_marincola_KMM227"	"K, L, T"	0
"P_maritimus_Pi2-20"	"K, L, T"	2
"P_maritimus_Pi2-25"	"K, L, T"	0
"P_namhaensis_SW-242"	"K, L, T"	0
"P_nivimaris_88-2-7"	"K, L, T"	0
"P_oceani_4k5"	"K, L, T"	0
"P_okhotskensis_A1004"	"K, L, T"	0
"P_okhotskensis_MD17"	"K, L, T"	3
"P_pacificensis_NIBH-P2K6"	"K, L, T"	0
"P_phenylpyruvicus_ACAM535"	"K, L, T"	1
"P_piscatorii_T-3-2"	"K, L, T"	0
"P_priscuii_LFX-15B1"	"K, L, T"	0
"P_proteolyticus_116"	"K, L, T"	0
"P_pulmonis_ES2-W5a2"	"K, L, T"	0
"P_pulmonis_S-606"	"K, L, T"	0
"P_salsus_DD48"	"K, L, T"	0
"P_sanguinis_10070"	"K, L, T"	2
"P_sanguinis_13983"	"K, L, T"	1
"P_sanguinis_1501"	"K, L, T"	0
"P_sanguinis_92"	"K, L, T"	1
"P_sp_1044"	"K, L, T"	0
"P_sp_2pS"	"K, L, T"	0
"P_sp_72-O-c"	"K, L, T"	0
"P_sp_CMS30"	"K, L, T"	1
"P_sp_DD43"	"K, L, T"	0
"P_sp_H7-1"	"K, L, T"	1
"P_sp_H8-1"	"K, L, T"	0
"P_sp_HII-4"	"K, L, T"	0
"P_sp_IAM12030_72-O-c"	"K, L, T"	0
"P_sp_JCM18900"	"K, L, T"	0
"P_sp_JCM18902"	"K, L, T"	0
"P_sp_JCM18903"	"K, L, T"	2
"P_sp_NC44"	"K, L, T"	0
"P_sp_Pi2-1"	"K, L, T"	0
"P_sp_Pi2-51"	"K, L, T"	0
"P_sp_Pi2-52"	"K, L, T"	0
"P_submarinus_KMM225"	"K, L, T"	0
"P_urativorans_ACAM311"	"K, L, T"	0
"P_urativorans_ACAM534"	"K, L, T"	0
"P_vallis_CMS39"	"K, L, T"	0
"P_adeliensis_SJ14"	"K, T"	0
"P_aestuarii_SC35"	"K, T"	0
"P_alimentarius_JG100"	"K, T"	0
"P_alimentarius_JG102"	"K, T"	0
"P_aquaticus_CMS56"	"K, T"	1
"P_aquimaris_SW-210"	"K, T"	0
"P_arcticus_273-4"	"K, T"	0
"P_arenosus_R7"	"K, T"	0
"P_celer_SW-238"	"K, T"	1
"P_cibarius_JG-219"	"K, T"	0
"P_cibarius_JG-220"	"K, T"	0
"P_ciconiae_176-10"	"K, T"	0
"P_cryohalolentis_K5"	"K, T"	1
"P_faecalis_Iso-46"	"K, T"	0
"P_faecalis_PBFP-1"	"K, T"	0
"P_fjordensis_BSw21516B"	"K, T"	0
"P_fozii_NF23"	"K, T"	0
"P_frigidicola_ACAM304"	"K, T"	0
"P_frigidicola_ACAM309"	"K, T"	0
"P_fulvigenes_KC-40"	"K, T"	0
"P_glaciei_Blc20019"	"K, T"	0
"P_glacincola_1447"	"K, T"	0
"P_glacincola_ACAM483"	"K, T"	0
"P_immobilis_1159"	"K, T"	1
"P_immobilis_1184"	"K, T"	0
"P_immobilis_1347"	"K, T"	0
"P_immobilis_1555"	"K, T"	0
"P_immobilis_1617"	"K, T"	0
"P_immobilis_1745"	"K, T"	0
"P_immobilis_252"	"K, T"	2
"P_immobilis_A-11"	"K, T"	0
"P_immobilis_A-19"	"K, T"	0
"P_immobilis_A1007"	"K, T"	1
"P_immobilis_A1014"	"K, T"	0
"P_immobilis_A351"	"K, T"	0
"P_immobilis_A352"	"K, T"	1
"P_immobilis_Liston1000"	"K, T"	0
"P_immobilis_NC10"	"K, T"	0
"P_immobilis_NCIMB357"	"K, T"	0
"P_immobilis_NCIMB361"	"K, T"	0
"P_immobilis_NCIMB362"	"K, T"	0
"P_immobilis_S3"	"K, T"	0
"P_jeotgali_YKJ-103"	"K, T"	2
"P_luti_NF11"	"K, T"	1
"P_lutiphocae_IMMIBL-1110"	"K, T"	2
"P_marincola_KMM227"	"K, T"	0
"P_maritimus_Pi2-20"	"K, T"	0
"P_maritimus_Pi2-25"	"K, T"	0
"P_namhaensis_SW-242"	"K, T"	0
"P_nivimaris_88-2-7"	"K, T"	1
"P_oceani_4k5"	"K, T"	1
"P_okhotskensis_A1004"	"K, T"	1
"P_okhotskensis_MD17"	"K, T"	0
"P_pacificensis_NIBH-P2K6"	"K, T"	2
"P_phenylpyruvicus_ACAM535"	"K, T"	1
"P_piscatorii_T-3-2"	"K, T"	0
"P_priscuii_LFX-15B1"	"K, T"	0
"P_proteolyticus_116"	"K, T"	0
"P_pulmonis_ES2-W5a2"	"K, T"	0
"P_pulmonis_S-606"	"K, T"	0
"P_salsus_DD48"	"K, T"	0
"P_sanguinis_10070"	"K, T"	0
"P_sanguinis_13983"	"K, T"	1
"P_sanguinis_1501"	"K, T"	0
"P_sanguinis_92"	"K, T"	0
"P_sp_1044"	"K, T"	0
"P_sp_2pS"	"K, T"	0
"P_sp_72-O-c"	"K, T"	0
"P_sp_CMS30"	"K, T"	0
"P_sp_DD43"	"K, T"	0
"P_sp_H7-1"	"K, T"	0
"P_sp_H8-1"	"K, T"	0
"P_sp_HII-4"	"K, T"	0
"P_sp_IAM12030_72-O-c"	"K, T"	0
"P_sp_JCM18900"	"K, T"	0
"P_sp_JCM18902"	"K, T"	0
"P_sp_JCM18903"	"K, T"	0
"P_sp_NC44"	"K, T"	0
"P_sp_Pi2-1"	"K, T"	0
"P_sp_Pi2-51"	"K, T"	0
"P_sp_Pi2-52"	"K, T"	0
"P_submarinus_KMM225"	"K, T"	1
"P_urativorans_ACAM311"	"K, T"	0
"P_urativorans_ACAM534"	"K, T"	0
"P_vallis_CMS39"	"K, T"	0
"P_adeliensis_SJ14"	"L"	103
"P_aestuarii_SC35"	"L"	97
"P_alimentarius_JG100"	"L"	107
"P_alimentarius_JG102"	"L"	119
"P_aquaticus_CMS56"	"L"	124
"P_aquimaris_SW-210"	"L"	155
"P_arcticus_273-4"	"L"	122
"P_arenosus_R7"	"L"	159
"P_celer_SW-238"	"L"	167
"P_cibarius_JG-219"	"L"	177
"P_cibarius_JG-220"	"L"	246
"P_ciconiae_176-10"	"L"	190
"P_cryohalolentis_K5"	"L"	121
"P_faecalis_Iso-46"	"L"	164
"P_faecalis_PBFP-1"	"L"	340
"P_fjordensis_BSw21516B"	"L"	113
"P_fozii_NF23"	"L"	107
"P_frigidicola_ACAM304"	"L"	98
"P_frigidicola_ACAM309"	"L"	136
"P_fulvigenes_KC-40"	"L"	296
"P_glaciei_Blc20019"	"L"	117
"P_glacincola_1447"	"L"	163
"P_glacincola_ACAM483"	"L"	193
"P_immobilis_1159"	"L"	176
"P_immobilis_1184"	"L"	201
"P_immobilis_1347"	"L"	163
"P_immobilis_1555"	"L"	161
"P_immobilis_1617"	"L"	159
"P_immobilis_1745"	"L"	140
"P_immobilis_252"	"L"	160
"P_immobilis_A-11"	"L"	126
"P_immobilis_A-19"	"L"	154
"P_immobilis_A1007"	"L"	193
"P_immobilis_A1014"	"L"	182
"P_immobilis_A351"	"L"	137
"P_immobilis_A352"	"L"	133
"P_immobilis_Liston1000"	"L"	148
"P_immobilis_NC10"	"L"	199
"P_immobilis_NCIMB357"	"L"	162
"P_immobilis_NCIMB361"	"L"	166
"P_immobilis_NCIMB362"	"L"	158
"P_immobilis_S3"	"L"	149
"P_jeotgali_YKJ-103"	"L"	143
"P_luti_NF11"	"L"	111
"P_lutiphocae_IMMIBL-1110"	"L"	245
"P_marincola_KMM227"	"L"	104
"P_maritimus_Pi2-20"	"L"	149
"P_maritimus_Pi2-25"	"L"	121
"P_namhaensis_SW-242"	"L"	148
"P_nivimaris_88-2-7"	"L"	177
