"strainID"	"COG_category"	"frequency"	"frequency_w_multiCOG_proteins"	"corrected_frequency"	"ecotype_rev"	"GeneNumber"	"finalCOGproportion"
"cibarius_007"	"O"	100	4	104	"restricted"	2653	0.0392009046362608
"cibarius_026"	"O"	115	4	119	"restricted"	2973	0.0400269088462832
"ciconiae_008"	"O"	86	4	90	"flexible"	2167	0.0415320719889248
"cryohalolentis_009"	"O"	105	4	109	"restricted"	2493	0.0437224227837946
"faecalis_023"	"O"	104	4	108	"flexible"	2677	0.0403436682853941
"faecalis_087"	"O"	99	4	103	"flexible"	2548	0.0404238618524333
"fjordensis_054"	"O"	100	4	104	"restricted"	2796	0.0371959942775393
"fozii_021"	"O"	107	4	111	"flexible"	2846	0.0390021082220661
"frigidicola_010"	"O"	104	4	108	"restricted"	2385	0.0452830188679245
"frigidicola_056"	"O"	92	4	96	"restricted"	2327	0.0412548345509239
"fulvigenes_045"	"O"	111	4	115	"flexible"	2995	0.0383973288814691
"glaciei_055"	"O"	106	4	110	"restricted"	2772	0.0396825396825397
"glacincola_011"	"O"	108	4	112	"restricted"	2645	0.04234404536862
"glacincola_057"	"O"	112	4	116	"restricted"	2878	0.0403057678943711
"immobilis_012"	"O"	105	4	109	"restricted"	2676	0.0407324364723468
"immobilis_058"	"O"	116	4	120	"restricted"	2978	0.0402955003357958
"immobilis_059"	"O"	118	4	122	"restricted"	2914	0.0418668496911462
"immobilis_060"	"O"	108	4	112	"restricted"	2664	0.042042042042042
"immobilis_061"	"O"	116	4	120	"restricted"	2889	0.0415368639667705
"immobilis_062"	"O"	112	4	116	"restricted"	2607	0.0444955887993863
"immobilis_063"	"O"	111	4	115	"restricted"	2914	0.0394646533973919
"immobilis_064"	"O"	110	4	114	"restricted"	2753	0.041409371594624
"immobilis_065"	"O"	108	4	112	"restricted"	2897	0.0386606834656541
"immobilis_066"	"O"	112	4	116	"restricted"	2792	0.0415472779369628
"immobilis_067"	"O"	97	4	101	"restricted"	2508	0.0402711323763955
"immobilis_068"	"O"	109	4	113	"restricted"	2910	0.0388316151202749
"immobilis_069"	"O"	107	4	111	"restricted"	2844	0.0390295358649789
"immobilis_070"	"O"	111	4	115	"restricted"	2894	0.0397373876986869
"immobilis_071"	"O"	105	4	109	"flexible"	2626	0.0415079969535415
"immobilis_072"	"O"	111	4	115	"restricted"	2591	0.0443844075646469
"immobilis_073"	"O"	110	4	114	"restricted"	2774	0.0410958904109589
"immobilis_074"	"O"	103	4	107	"restricted"	2761	0.0387540746106483
"immobilis_075"	"O"	103	4	107	"restricted"	2708	0.0395125553914328
"immobilis_076"	"O"	103	4	107	"restricted"	2612	0.0409647779479326
"jeotgali_027"	"O"	112	4	116	"flexible"	2618	0.0443086325439267
"luti_022"	"O"	95	4	99	"restricted"	2431	0.0407239819004525
"lutiphocae_013"	"O"	100	4	104	"flexible"	2582	0.040278853601859
"marincola_014"	"O"	110	4	114	"restricted"	2526	0.0451306413301663
"maritimus_015"	"O"	103	4	107	"flexible"	2591	0.0412967966036279
"maritimus_028"	"O"	111	4	115	"flexible"	2594	0.0443330763299923
"namhaensis_029"	"O"	103	4	107	"restricted"	2451	0.043655650754794
"nivimaris_030"	"O"	106	5	111	"restricted"	2809	0.0395158419366323
"oceani_047"	"O"	106	4	110	"flexible"	2513	0.0437723836052527
"okhotskensis_031"	"O"	107	4	111	"restricted"	2830	0.0392226148409894
"okhotskensis_080"	"O"	109	4	113	"restricted"	2832	0.0399011299435028
"pacificensis_032"	"O"	109	4	113	"flexible"	2737	0.041286079649251
"phenylpyruvicus_090"	"O"	101	4	105	"flexible"	2721	0.0385887541345094
"piscatorii_048"	"O"	114	4	118	"flexible"	2961	0.0398514015535292
"priscuii_086"	"O"	109	4	113	"flexible"	2528	0.0446993670886076
"proteolyticus_016"	"O"	108	4	112	"restricted"	2503	0.0447463044346784
"pulmonis_088"	"O"	100	4	104	"flexible"	2445	0.0425357873210634
"pulmonis_089"	"O"	113	4	117	"flexible"	2864	0.0408519553072626
"salsus_033"	"O"	99	4	103	"restricted"	2417	0.0426148117501034
"sanguinis_017"	"O"	101	4	105	"flexible"	2483	0.0422875553765606
"sanguinis_091"	"O"	107	4	111	"flexible"	2574	0.0431235431235431
"sanguinis_092"	"O"	105	4	109	"flexible"	2639	0.0413035240621447
"sanguinis_093"	"O"	114	5	119	"flexible"	2564	0.046411856474259
"sp1044_082"	"O"	103	5	108	"restricted"	2798	0.0385989992852037
"sp2ps_018"	"O"	106	5	111	"restricted"	2800	0.0396428571428571
"spCMS30_034"	"O"	106	4	110	"flexible"	2604	0.0422427035330261
"spDD43_036"	"O"	107	4	111	"restricted"	2513	0.0441703143653004
"spH71_040"	"O"	102	4	106	"flexible"	2612	0.0405819295558959
"spH81_042"	"O"	110	5	115	"restricted"	2832	0.0406073446327684
"spHII4_041"	"O"	102	4	106	"flexible"	2717	0.0390136179609864
"spIAM12030_053"	"O"	103	4	107	"restricted"	2669	0.040089921318846
"spJCM18900_049"	"O"	109	4	113	"restricted"	2671	0.0423062523399476
"spJCM18902_051"	"O"	107	4	111	"restricted"	2721	0.0407938257993385
"spJCM18903_052"	"O"	107	4	111	"restricted"	2871	0.038662486938349
"spNC44_083"	"O"	102	4	106	"restricted"	2689	0.0394198586835255
"spPi21_038"	"O"	110	4	114	"restricted"	2591	0.0439984561945195
"spPi251_037"	"O"	107	4	111	"restricted"	2736	0.0405701754385965
"spPi252_039"	"O"	112	4	116	"restricted"	2671	0.0434294271808311
"submarinus_043"	"O"	101	4	105	"restricted"	2555	0.0410958904109589
"urativorans_019"	"O"	100	4	104	"restricted"	2811	0.0369975097829954
"urativorans_084"	"O"	91	4	95	"restricted"	2276	0.0417398945518453
"vallis_020"	"O"	101	4	105	"restricted"	2678	0.0392083644510829
"adeliensis_001"	"P"	137	3	140	"restricted"	2572	0.0544323483670296
"aestuarii_044"	"P"	116	2	118	"flexible"	2353	0.050148746281343
"alimentarius_002"	"P"	139	4	143	"restricted"	2806	0.0509622238061297
"alimentarius_024"	"P"	138	4	142	"restricted"	2795	0.0508050089445438
"aquaticus_003"	"P"	141	2	143	"restricted"	2698	0.053002223869533
"aquimaris_025"	"P"	136	4	140	"restricted"	2937	0.0476676881171263
"arcticus_004"	"P"	93	0	93	"restricted"	2165	0.0429561200923788
"arenosus_005"	"P"	140	3	143	"flexible"	2930	0.0488054607508532
"celer_006"	"P"	134	1	135	"flexible"	2477	0.0545014129995963
"cibarius_007"	"P"	139	3	142	"restricted"	2653	0.05352431209951
"cibarius_026"	"P"	151	3	154	"restricted"	2973	0.05179952909519
"ciconiae_008"	"P"	103	1	104	"flexible"	2167	0.0479926165205353
"cryohalolentis_009"	"P"	119	3	122	"restricted"	2493	0.0489370236662655
"faecalis_023"	"P"	152	3	155	"flexible"	2677	0.057900635039223
"faecalis_087"	"P"	135	3	138	"flexible"	2548	0.054160125588697
"fjordensis_054"	"P"	144	3	147	"restricted"	2796	0.0525751072961373
"fozii_021"	"P"	140	3	143	"flexible"	2846	0.0502459592410401
"frigidicola_010"	"P"	114	1	115	"restricted"	2385	0.0482180293501048
"frigidicola_056"	"P"	107	1	108	"restricted"	2327	0.0464116888697894
"fulvigenes_045"	"P"	140	3	143	"flexible"	2995	0.0477462437395659
"glaciei_055"	"P"	130	3	133	"restricted"	2772	0.047979797979798
"glacincola_011"	"P"	127	0	127	"restricted"	2645	0.0480151228733459
"glacincola_057"	"P"	141	3	144	"restricted"	2878	0.0500347463516331
"immobilis_012"	"P"	140	3	143	"restricted"	2676	0.0534379671150972
"immobilis_058"	"P"	139	3	142	"restricted"	2978	0.0476830087306917
"immobilis_059"	"P"	153	3	156	"restricted"	2914	0.0535346602608099
"immobilis_060"	"P"	128	3	131	"restricted"	2664	0.0491741741741742
"immobilis_061"	"P"	151	3	154	"restricted"	2889	0.0533056420906888
"immobilis_062"	"P"	137	3	140	"restricted"	2607	0.0537015726889145
"immobilis_063"	"P"	139	3	142	"restricted"	2914	0.0487302676733013
"immobilis_064"	"P"	135	3	138	"restricted"	2753	0.0501271340355975
"immobilis_065"	"P"	134	3	137	"restricted"	2897	0.0472903003106662
"immobilis_066"	"P"	122	1	123	"restricted"	2792	0.044054441260745
"immobilis_067"	"P"	126	2	128	"restricted"	2508	0.05103668261563
"immobilis_068"	"P"	146	3	149	"restricted"	2910	0.0512027491408935
"immobilis_069"	"P"	140	3	143	"restricted"	2844	0.05028129395218
"immobilis_070"	"P"	142	3	145	"restricted"	2894	0.0501036627505183
"immobilis_071"	"P"	125	3	128	"flexible"	2626	0.0487433358720487
"immobilis_072"	"P"	124	3	127	"restricted"	2591	0.0490158240061752
"immobilis_073"	"P"	142	3	145	"restricted"	2774	0.0522710886806056
"immobilis_074"	"P"	144	4	148	"restricted"	2761	0.0536037667511771
"immobilis_075"	"P"	133	3	136	"restricted"	2708	0.0502215657311669
"immobilis_076"	"P"	119	0	119	"restricted"	2612	0.0455589586523737
"jeotgali_027"	"P"	132	3	135	"flexible"	2618	0.0515660809778457
"luti_022"	"P"	118	3	121	"restricted"	2431	0.0497737556561086
"lutiphocae_013"	"P"	139	5	144	"flexible"	2582	0.0557707203718048
"marincola_014"	"P"	132	3	135	"restricted"	2526	0.0534441805225653
"maritimus_015"	"P"	137	3	140	"flexible"	2591	0.054033191817831
"maritimus_028"	"P"	138	1	139	"flexible"	2594	0.0535851966075559
"namhaensis_029"	"P"	135	1	136	"restricted"	2451	0.0554875560995512
"nivimaris_030"	"P"	135	1	136	"restricted"	2809	0.0484158063367747
"oceani_047"	"P"	127	3	130	"flexible"	2513	0.0517309988062077
"okhotskensis_031"	"P"	139	3	142	"restricted"	2830	0.0501766784452297
"okhotskensis_080"	"P"	139	3	142	"restricted"	2832	0.0501412429378531
"pacificensis_032"	"P"	139	3	142	"flexible"	2737	0.051881622214103
"phenylpyruvicus_090"	"P"	143	3	146	"flexible"	2721	0.0536567438441749
"piscatorii_048"	"P"	144	4	148	"flexible"	2961	0.049983113812901
"priscuii_086"	"P"	126	1	127	"flexible"	2528	0.0502373417721519
"proteolyticus_016"	"P"	130	3	133	"restricted"	2503	0.0531362365161806
"pulmonis_088"	"P"	129	1	130	"flexible"	2445	0.0531697341513292
"pulmonis_089"	"P"	167	3	170	"flexible"	2864	0.0593575418994413
"salsus_033"	"P"	120	1	121	"restricted"	2417	0.0500620604054613
"sanguinis_017"	"P"	134	3	137	"flexible"	2483	0.0551751913008457
"sanguinis_091"	"P"	139	3	142	"flexible"	2574	0.0551670551670552
"sanguinis_092"	"P"	141	3	144	"flexible"	2639	0.0545661235316408
"sanguinis_093"	"P"	141	3	144	"flexible"	2564	0.0561622464898596
"sp1044_082"	"P"	143	3	146	"restricted"	2798	0.052180128663331
"sp2ps_018"	"P"	132	4	136	"restricted"	2800	0.0485714285714286
"spCMS30_034"	"P"	143	3	146	"flexible"	2604	0.0560675883256528
"spDD43_036"	"P"	127	1	128	"restricted"	2513	0.0509351372861122
"spH71_040"	"P"	154	3	157	"flexible"	2612	0.0601071975497703
"spH81_042"	"P"	131	3	134	"restricted"	2832	0.047316384180791
"spHII4_041"	"P"	124	1	125	"flexible"	2717	0.0460066249539934
"spIAM12030_053"	"P"	119	0	119	"restricted"	2669	0.0445859872611465
"spJCM18900_049"	"P"	133	3	136	"restricted"	2671	0.0509172594533882
"spJCM18902_051"	"P"	139	3	142	"restricted"	2721	0.0521866960676222
"spJCM18903_052"	"P"	150	3	153	"restricted"	2871	0.0532915360501567
"spNC44_083"	"P"	146	3	149	"restricted"	2689	0.0554109334325028
"spPi21_038"	"P"	129	3	132	"restricted"	2591	0.050945580856812
"spPi251_037"	"P"	130	3	133	"restricted"	2736	0.0486111111111111
"spPi252_039"	"P"	132	3	135	"restricted"	2671	0.0505428678397604
"submarinus_043"	"P"	130	1	131	"restricted"	2555	0.0512720156555773
"urativorans_019"	"P"	125	2	127	"restricted"	2811	0.0451796513696194
"urativorans_084"	"P"	108	2	110	"restricted"	2276	0.0483304042179262
"vallis_020"	"P"	144	4	148	"restricted"	2678	0.0552651232262883
"adeliensis_001"	"Q"	39	9	48	"restricted"	2572	0.0186625194401244
"aestuarii_044"	"Q"	33	8	41	"flexible"	2353	0.0174245643858904
"alimentarius_002"	"Q"	41	11	52	"restricted"	2806	0.0185317177476835
"alimentarius_024"	"Q"	46	13	59	"restricted"	2795	0.0211091234347048
"aquaticus_003"	"Q"	41	7	48	"restricted"	2698	0.0177909562638992
"aquimaris_025"	"Q"	48	8	56	"restricted"	2937	0.0190670752468505
"arcticus_004"	"Q"	24	6	30	"restricted"	2165	0.0138568129330254
"arenosus_005"	"Q"	31	11	42	"flexible"	2930	0.0143344709897611
"celer_006"	"Q"	23	7	30	"flexible"	2477	0.0121114251110214
"cibarius_007"	"Q"	24	11	35	"restricted"	2653	0.0131926121372032
"cibarius_026"	"Q"	26	11	37	"restricted"	2973	0.0124453414059872
"ciconiae_008"	"Q"	13	6	19	"flexible"	2167	0.00876788186432857
"cryohalolentis_009"	"Q"	36	7	43	"restricted"	2493	0.0172482952266346
"faecalis_023"	"Q"	30	8	38	"flexible"	2677	0.0141949943967127
"faecalis_087"	"Q"	32	9	41	"flexible"	2548	0.0160910518053375
"fjordensis_054"	"Q"	43	12	55	"restricted"	2796	0.0196709585121602
"fozii_021"	"Q"	46	14	60	"flexible"	2846	0.0210822206605762
"frigidicola_010"	"Q"	21	6	27	"restricted"	2385	0.0113207547169811
"frigidicola_056"	"Q"	16	7	23	"restricted"	2327	0.00988397077782553
"fulvigenes_045"	"Q"	37	10	47	"flexible"	2995	0.0156928213689482
"glaciei_055"	"Q"	40	10	50	"restricted"	2772	0.018037518037518
"glacincola_011"	"Q"	28	7	35	"restricted"	2645	0.0132325141776938
"glacincola_057"	"Q"	34	10	44	"restricted"	2878	0.0152883947185546
"immobilis_012"	"Q"	25	11	36	"restricted"	2676	0.0134529147982063
"immobilis_058"	"Q"	31	10	41	"restricted"	2978	0.0137676292813969
"immobilis_059"	"Q"	25	10	35	"restricted"	2914	0.0120109814687714
"immobilis_060"	"Q"	49	10	59	"restricted"	2664	0.0221471471471471
"immobilis_061"	"Q"	26	11	37	"restricted"	2889	0.0128071997230876
"immobilis_062"	"Q"	38	11	49	"restricted"	2607	0.0187955504411201
"immobilis_063"	"Q"	33	10	43	"restricted"	2914	0.0147563486616335
"immobilis_064"	"Q"	33	10	43	"restricted"	2753	0.0156193243734108
"immobilis_065"	"Q"	30	10	40	"restricted"	2897	0.0138073869520193
"immobilis_066"	"Q"	25	8	33	"restricted"	2792	0.0118194842406877
"immobilis_067"	"Q"	38	9	47	"restricted"	2508	0.0187400318979266
"immobilis_068"	"Q"	31	10	41	"restricted"	2910	0.0140893470790378
"immobilis_069"	"Q"	25	11	36	"restricted"	2844	0.0126582278481013
"immobilis_070"	"Q"	25	11	36	"restricted"	2894	0.0124395300621977
"immobilis_071"	"Q"	37	10	47	"flexible"	2626	0.0178979436405179
"immobilis_072"	"Q"	33	8	41	"restricted"	2591	0.0158240061752219
"immobilis_073"	"Q"	28	11	39	"restricted"	2774	0.0140591204037491
"immobilis_074"	"Q"	36	10	46	"restricted"	2761	0.0166606302064469
"immobilis_075"	"Q"	41	10	51	"restricted"	2708	0.0188330871491876
"immobilis_076"	"Q"	27	9	36	"restricted"	2612	0.0137825421133231
"jeotgali_027"	"Q"	31	10	41	"flexible"	2618	0.0156608097784568
"luti_022"	"Q"	21	9	30	"restricted"	2431	0.0123406005758947
"lutiphocae_013"	"Q"	37	4	41	"flexible"	2582	0.0158791634391944
"marincola_014"	"Q"	40	9	49	"restricted"	2526	0.0193982581155978
"maritimus_015"	"Q"	36	10	46	"flexible"	2591	0.0177537630258587
"maritimus_028"	"Q"	37	8	45	"flexible"	2594	0.0173477255204318
"namhaensis_029"	"Q"	35	6	41	"restricted"	2451	0.0167278661770706
"nivimaris_030"	"Q"	52	12	64	"restricted"	2809	0.0227839088643645
"oceani_047"	"Q"	27	9	36	"flexible"	2513	0.0143255073617191
"okhotskensis_031"	"Q"	29	11	40	"restricted"	2830	0.0141342756183746
"okhotskensis_080"	"Q"	27	11	38	"restricted"	2832	0.0134180790960452
"pacificensis_032"	"Q"	30	8	38	"flexible"	2737	0.0138838143953233
"phenylpyruvicus_090"	"Q"	31	4	35	"flexible"	2721	0.0128629180448365
"piscatorii_048"	"Q"	40	10	50	"flexible"	2961	0.0168861870989531
"priscuii_086"	"Q"	30	8	38	"flexible"	2528	0.0150316455696203
"proteolyticus_016"	"Q"	39	9	48	"restricted"	2503	0.0191769876148622
"pulmonis_088"	"Q"	34	11	45	"flexible"	2445	0.0184049079754601
"pulmonis_089"	"Q"	37	10	47	"flexible"	2864	0.0164106145251397
"salsus_033"	"Q"	20	8	28	"restricted"	2417	0.0115846090194456
"sanguinis_017"	"Q"	27	5	32	"flexible"	2483	0.0128876359242851
"sanguinis_091"	"Q"	31	5	36	"flexible"	2574	0.013986013986014
"sanguinis_092"	"Q"	28	5	33	"flexible"	2639	0.0125047366426677
"sanguinis_093"	"Q"	29	5	34	"flexible"	2564	0.0132605304212168
"sp1044_082"	"Q"	25	11	36	"restricted"	2798	0.0128663330950679
"sp2ps_018"	"Q"	48	9	57	"restricted"	2800	0.0203571428571429
"spCMS30_034"	"Q"	33	9	42	"flexible"	2604	0.0161290322580645
"spDD43_036"	"Q"	32	7	39	"restricted"	2513	0.0155192996418623
"spH71_040"	"Q"	39	5	44	"flexible"	2612	0.0168453292496172
"spH81_042"	"Q"	51	11	62	"restricted"	2832	0.0218926553672316
"spHII4_041"	"Q"	23	7	30	"flexible"	2717	0.0110415899889584
"spIAM12030_053"	"Q"	27	9	36	"restricted"	2669	0.0134881978269015
"spJCM18900_049"	"Q"	46	10	56	"restricted"	2671	0.0209659303631599
"spJCM18902_051"	"Q"	36	12	48	"restricted"	2721	0.0176405733186329
"spJCM18903_052"	"Q"	24	12	36	"restricted"	2871	0.0125391849529781
"spNC44_083"	"Q"	28	11	39	"restricted"	2689	0.0145035329118631
"spPi21_038"	"Q"	29	9	38	"restricted"	2591	0.0146661520648398
"spPi251_037"	"Q"	35	10	45	"restricted"	2736	0.0164473684210526
"spPi252_039"	"Q"	39	9	48	"restricted"	2671	0.017970797454137
"submarinus_043"	"Q"	26	9	35	"restricted"	2555	0.0136986301369863
"urativorans_019"	"Q"	25	12	37	"restricted"	2811	0.0131625755958734
"urativorans_084"	"Q"	22	6	28	"restricted"	2276	0.0123022847100176
"vallis_020"	"Q"	31	6	37	"restricted"	2678	0.0138162808065721
"adeliensis_001"	"S"	509	0	509	"restricted"	2572	0.197900466562986
"aestuarii_044"	"S"	463	0	463	"flexible"	2353	0.196770080747981
"alimentarius_002"	"S"	586	0	586	"restricted"	2806	0.208838203848895
"alimentarius_024"	"S"	560	0	560	"restricted"	2795	0.200357781753131
"aquaticus_003"	"S"	569	0	569	"restricted"	2698	0.210896960711638
"aquimaris_025"	"S"	562	0	562	"restricted"	2937	0.191351719441607
"arcticus_004"	"S"	406	0	406	"restricted"	2165	0.187528868360277
"arenosus_005"	"S"	599	0	599	"flexible"	2930	0.204436860068259
"celer_006"	"S"	480	0	480	"flexible"	2477	0.193782801776342
"cibarius_007"	"S"	512	0	512	"restricted"	2653	0.192989068978515
"cibarius_026"	"S"	577	0	577	"restricted"	2973	0.194080053817693
"ciconiae_008"	"S"	413	0	413	"flexible"	2167	0.19058606368251
"cryohalolentis_009"	"S"	491	0	491	"restricted"	2493	0.196951464099479
"faecalis_023"	"S"	493	0	493	"flexible"	2677	0.184161374673142
"faecalis_087"	"S"	509	0	509	"flexible"	2548	0.199764521193093
"fjordensis_054"	"S"	560	0	560	"restricted"	2796	0.200286123032904
"fozii_021"	"S"	562	0	562	"flexible"	2846	0.197470133520731
"frigidicola_010"	"S"	470	0	470	"restricted"	2385	0.19706498951782
"frigidicola_056"	"S"	457	0	457	"restricted"	2327	0.196390201976794
"fulvigenes_045"	"S"	572	0	572	"flexible"	2995	0.190984974958264
"glaciei_055"	"S"	592	0	592	"restricted"	2772	0.213564213564214
"glacincola_011"	"S"	512	0	512	"restricted"	2645	0.193572778827977
"glacincola_057"	"S"	556	0	556	"restricted"	2878	0.193189715079917
"immobilis_012"	"S"	527	0	527	"restricted"	2676	0.196935724962631
"immobilis_058"	"S"	608	0	608	"restricted"	2978	0.204163868368032
"immobilis_059"	"S"	589	0	589	"restricted"	2914	0.202127659574468
"immobilis_060"	"S"	513	0	513	"restricted"	2664	0.192567567567568
"immobilis_061"	"S"	581	0	581	"restricted"	2889	0.201107649705781
"immobilis_062"	"S"	497	0	497	"restricted"	2607	0.190640583045646
"immobilis_063"	"S"	590	0	590	"restricted"	2914	0.202470830473576
"immobilis_064"	"S"	555	0	555	"restricted"	2753	0.201598256447512
"immobilis_065"	"S"	605	0	605	"restricted"	2897	0.208836727649292
"immobilis_066"	"S"	556	0	556	"restricted"	2792	0.199140401146132
"immobilis_067"	"S"	507	0	507	"restricted"	2508	0.202153110047847
"immobilis_068"	"S"	610	0	610	"restricted"	2910	0.209621993127148
"immobilis_069"	"S"	563	0	563	"restricted"	2844	0.197960618846695
"immobilis_070"	"S"	570	0	570	"restricted"	2894	0.196959225984796
"immobilis_071"	"S"	511	0	511	"flexible"	2626	0.194592536176695
"immobilis_072"	"S"	518	0	518	"restricted"	2591	0.199922809725975
"immobilis_073"	"S"	549	0	549	"restricted"	2774	0.197909156452776
"immobilis_074"	"S"	568	0	568	"restricted"	2761	0.205722564288301
"immobilis_075"	"S"	554	0	554	"restricted"	2708	0.204579025110783
"immobilis_076"	"S"	544	0	544	"restricted"	2612	0.208269525267994
"jeotgali_027"	"S"	528	0	528	"flexible"	2618	0.201680672268908
"luti_022"	"S"	495	0	495	"restricted"	2431	0.203619909502262
"lutiphocae_013"	"S"	475	0	475	"flexible"	2582	0.183965917893106
"marincola_014"	"S"	497	0	497	"restricted"	2526	0.196753760886778
"maritimus_015"	"S"	535	0	535	"flexible"	2591	0.20648398301814
"maritimus_028"	"S"	505	0	505	"flexible"	2594	0.194680030840401
"namhaensis_029"	"S"	481	0	481	"restricted"	2451	0.19624643002856
"nivimaris_030"	"S"	540	0	540	"restricted"	2809	0.192239231043076
"oceani_047"	"S"	478	0	478	"flexible"	2513	0.190210903302825
"okhotskensis_031"	"S"	594	0	594	"restricted"	2830	0.209893992932862
"okhotskensis_080"	"S"	591	0	591	"restricted"	2832	0.208686440677966
"pacificensis_032"	"S"	527	0	527	"flexible"	2737	0.192546583850932
"phenylpyruvicus_090"	"S"	499	0	499	"flexible"	2721	0.183388460124954
"piscatorii_048"	"S"	578	0	578	"flexible"	2961	0.195204322863897
"priscuii_086"	"S"	495	0	495	"flexible"	2528	0.195806962025316
"proteolyticus_016"	"S"	494	0	494	"restricted"	2503	0.197363164202956
"pulmonis_088"	"S"	487	0	487	"flexible"	2445	0.19918200408998
"pulmonis_089"	"S"	533	0	533	"flexible"	2864	0.186103351955307
"salsus_033"	"S"	493	0	493	"restricted"	2417	0.203971865949524
"sanguinis_017"	"S"	494	0	494	"flexible"	2483	0.198952879581152
"sanguinis_091"	"S"	517	0	517	"flexible"	2574	0.200854700854701
"sanguinis_092"	"S"	523	0	523	"flexible"	2639	0.198181129215612
"sanguinis_093"	"S"	516	0	516	"flexible"	2564	0.201248049921997
"sp1044_082"	"S"	564	0	564	"restricted"	2798	0.201572551822731
"sp2ps_018"	"S"	569	0	569	"restricted"	2800	0.203214285714286
"spCMS30_034"	"S"	515	0	515	"flexible"	2604	0.197772657450077
"spDD43_036"	"S"	479	0	479	"restricted"	2513	0.190608834062873
"spH71_040"	"S"	506	0	506	"flexible"	2612	0.193721286370597
"spH81_042"	"S"	550	0	550	"restricted"	2832	0.194209039548023
"spHII4_041"	"S"	527	0	527	"flexible"	2717	0.193963930806036
"spIAM12030_053"	"S"	568	0	568	"restricted"	2669	0.212813787935556
"spJCM18900_049"	"S"	517	0	517	"restricted"	2671	0.193560464245601
"spJCM18902_051"	"S"	541	0	541	"restricted"	2721	0.198823961778758
"spJCM18903_052"	"S"	571	0	571	"restricted"	2871	0.198885405781958
"spNC44_083"	"S"	530	0	530	"restricted"	2689	0.197099293417627
"spPi21_038"	"S"	487	0	487	"restricted"	2591	0.187958317252026
"spPi251_037"	"S"	555	0	555	"restricted"	2736	0.202850877192982
"spPi252_039"	"S"	512	0	512	"restricted"	2671	0.191688506177462
"submarinus_043"	"S"	491	0	491	"restricted"	2555	0.192172211350294
"urativorans_019"	"S"	571	0	571	"restricted"	2811	0.2031305585201
"urativorans_084"	"S"	436	0	436	"restricted"	2276	0.191564147627417
"vallis_020"	"S"	536	0	536	"restricted"	2678	0.200149365197909
"adeliensis_001"	"T"	72	5	77	"restricted"	2572	0.0299377916018663
"aestuarii_044"	"T"	65	5	70	"flexible"	2353	0.0297492562685933
"alimentarius_002"	"T"	71	5	76	"restricted"	2806	0.0270848182466144
"alimentarius_024"	"T"	70	5	75	"restricted"	2795	0.0268336314847943
"aquaticus_003"	"T"	68	6	74	"restricted"	2698	0.0274277242401779
"aquimaris_025"	"T"	76	5	81	"restricted"	2937	0.0275791624106231
"arcticus_004"	"T"	53	3	56	"restricted"	2165	0.0258660508083141
"arenosus_005"	"T"	78	6	84	"flexible"	2930	0.0286689419795222
"celer_006"	"T"	67	8	75	"flexible"	2477	0.0302785627775535
"cibarius_007"	"T"	70	5	75	"restricted"	2653	0.0282698831511496
"cibarius_026"	"T"	76	6	82	"restricted"	2973	0.027581567440296
"ciconiae_008"	"T"	58	5	63	"flexible"	2167	0.0290724503922473
"cryohalolentis_009"	"T"	70	8	78	"restricted"	2493	0.0312876052948255
"faecalis_023"	"T"	63	3	66	"flexible"	2677	0.0246544639521853
"faecalis_087"	"T"	66	6	72	"flexible"	2548	0.0282574568288854
"fjordensis_054"	"T"	73	5	78	"restricted"	2796	0.0278969957081545
"fozii_021"	"T"	75	5	80	"flexible"	2846	0.028109627547435
"frigidicola_010"	"T"	64	5	69	"restricted"	2385	0.0289308176100629
"frigidicola_056"	"T"	57	3	60	"restricted"	2327	0.0257842715943275
"fulvigenes_045"	"T"	70	4	74	"flexible"	2995	0.0247078464106845
"glaciei_055"	"T"	75	5	80	"restricted"	2772	0.0288600288600289
"glacincola_011"	"T"	77	4	81	"restricted"	2645	0.0306238185255199
"glacincola_057"	"T"	78	6	84	"restricted"	2878	0.029186935371786
"immobilis_012"	"T"	77	5	82	"restricted"	2676	0.0306427503736921
"immobilis_058"	"T"	71	7	78	"restricted"	2978	0.0261920752182673
"immobilis_059"	"T"	78	5	83	"restricted"	2914	0.0284831846259437
"immobilis_060"	"T"	73	5	78	"restricted"	2664	0.0292792792792793
"immobilis_061"	"T"	76	5	81	"restricted"	2889	0.0280373831775701
"immobilis_062"	"T"	69	5	74	"restricted"	2607	0.0283851169927119
"immobilis_063"	"T"	66	5	71	"restricted"	2914	0.0243651338366507
"immobilis_064"	"T"	64	7	71	"restricted"	2753	0.0257900472212132
"immobilis_065"	"T"	78	6	84	"restricted"	2897	0.0289955125992406
"immobilis_066"	"T"	69	3	72	"restricted"	2792	0.0257879656160458
"immobilis_067"	"T"	62	4	66	"restricted"	2508	0.0263157894736842
"immobilis_068"	"T"	79	5	84	"restricted"	2910	0.0288659793814433
"immobilis_069"	"T"	72	9	81	"restricted"	2844	0.0284810126582278
"immobilis_070"	"T"	76	8	84	"restricted"	2894	0.0290255701451279
"immobilis_071"	"T"	69	7	76	"flexible"	2626	0.0289413556740289
"immobilis_072"	"T"	71	7	78	"restricted"	2591	0.0301042068699344
"immobilis_073"	"T"	77	5	82	"restricted"	2774	0.0295602018745494
"immobilis_074"	"T"	66	6	72	"restricted"	2761	0.0260775081492213
